id,time,magnitude,depth_km,segment_id,rupture_length_km,rupture_width_km,rupture_area_km2,avg_slip_m,is_synthetic,sample_weight,method,strike,dip,rake,longitude,latitude
SYN_PHYS_001,2003-01-01 00:00:00,6.552973687588023,10.150510242113093,NAF_Southern,26.730177435725675,13.365088717862838,357.25119287268905,0.7435956927523327,1,0.5,physics,260,80,165,28.931347730207968,40.28992278604108
SYN_PHYS_002,2003-11-08 09:16:04,6.838826390655593,13.417188586356602,NAF_Western,37.14738040353534,18.57369020176767,689.9639354224806,1.03338753106004,1,0.5,physics,275,85,180,26.734199645119855,40.42482516975904
SYN_PHYS_003,2004-11-08 14:27:43,6.530616938834539,13.934262451630861,NAF_Central,26.05094411599589,13.025472057997945,339.3258446673704,0.7247003834286456,1,0.5,physics,270,80,175,28.859052377697427,40.86121118935346
SYN_PHYS_004,2005-06-17 11:20:22,6.83859629057812,13.238308334900637,NAF_Central,37.137540901331384,18.568770450665692,689.5984720990308,1.0331138100390973,1,0.5,physics,270,80,175,28.284763164043405,40.82173578330964
SYN_PHYS_005,2006-08-30 11:08:13,6.560587893394367,11.639585853621977,NAF_Western,26.9655289993339,13.48276449966695,363.5698771069587,0.7501428400506376,1,0.5,physics,275,85,180,27.659841875497513,40.72674702675203
SYN_PHYS_006,2006-06-01 02:47:13,6.68367234672538,7.069406413238148,NAF_Southern,31.070709550588667,15.535354775294334,482.69449598852094,0.8643431510371199,1,0.5,physics,260,80,165,28.19555714167908,40.43561239097785
SYN_PHYS_007,2008-01-17 02:59:41,6.563301773483961,8.92402194227374,NAF_Western,27.04991374369714,13.52495687184857,365.84891677072767,0.7524903041703038,1,0.5,physics,275,85,180,27.21113775666977,40.53390860285782
SYN_PHYS_008,2008-03-12 14:39:07,6.625950211726293,6.8809227085383675,NAF_Eastern,29.073017097609853,14.536508548804926,422.6201615789574,0.8087701752478337,1,0.5,physics,265,75,170,28.91018922780458,40.90032480745997
SYN_PHYS_009,2009-09-14 01:27:44,6.812294454147361,6.931345979499507,NAF_Eastern,36.02983098852113,18.014915494260563,649.0743605306985,1.0022988885158255,1,0.5,physics,265,75,170,29.517024459902153,40.682481885516204
SYN_PHYS_010,2007-06-09 03:23:49,7.3,6.012289273310442,NAF_Eastern,63.17059941094241,31.585299705471204,1995.2623149688789,1.75731664121983,1,0.5,physics,265,75,170,29.983256058667795,40.56327091079458
SYN_PHYS_011,2008-11-08 14:28:12,6.740672113855457,9.891926099080129,NAF_Central,33.17806508481282,16.58903254240641,550.3920013860378,0.9229667984900741,1,0.5,physics,270,80,175,28.328528247263467,40.81435715445883
SYN_PHYS_012,2012-06-28 18:12:34,6.818187198017562,7.395764410148553,NAF_Central,36.27509820456274,18.13754910228137,657.9413748753353,1.0091218752266555,1,0.5,physics,270,80,175,27.734227638989704,40.680977633167224
SYN_PHYS_013,2011-03-18 15:28:23,6.835904458647767,7.7709566353062085,NAF_Western,37.02262662343445,18.511313311717224,685.3374410491186,1.0299170575190106,1,0.5,physics,275,85,180,27.166775977370246,40.50143338311987
SYN_PHYS_014,2009-10-30 06:32:10,7.3,8.788017868021203,NAF_Central,63.17059941094241,31.585299705471204,1995.2623149688789,1.75731664121983,1,0.5,physics,270,80,175,28.325165624232735,40.76270163017504
SYN_PHYS_015,2011-06-29 11:00:55,6.6389527505468715,12.061758452995988,NAF_Southern,29.511506039597723,14.755753019798862,435.46449436260644,0.82096831681894,1,0.5,physics,260,80,165,27.47197147315136,40.469195349474035
SYN_PHYS_016,2015-05-17 01:43:31,6.5996164804183195,11.18871702557024,NAF_Southern,28.20481386861189,14.102406934305945,397.7557626815208,0.7846179905843093,1,0.5,physics,260,80,165,29.504296406226512,40.1870738970156
SYN_PHYS_017,2016-02-11 12:01:17,6.672142903321317,7.124419798100244,NAF_Western,30.66100948500925,15.330504742504624,470.04875131991355,0.8529458752495656,1,0.5,physics,275,85,180,26.72883087156559,40.380497244441436
SYN_PHYS_018,2015-05-21 08:01:49,7.287333996339545,14.426795048766136,NAF_Western,62.25611217730515,31.128056088652574,1937.911751716601,1.7318769010742845,1,0.5,physics,275,85,180,27.22325302497889,40.52241226757661
SYN_PHYS_019,2012-01-24 18:44:31,6.746279012920986,7.109156866640067,NAF_Southern,33.392928247800235,16.696464123900117,557.5438284813674,0.9289439874897605,1,0.5,physics,260,80,165,28.877499507875633,40.30431758302853
SYN_PHYS_020,2014-07-21 15:38:40,6.635786902886665,8.915598798455088,NAF_Western,29.404137793818762,14.702068896909381,432.30165969894045,0.8179814842290111,1,0.5,physics,275,85,180,27.171757284102313,40.51647885786403
